amount,note,type_name,type_category
28,Примітка 709,Хліб,Їжа
-156,Примітка 710,Кава,Їжа
-445,Примітка 711,Шафа,Канцелярія
36,Примітка 712,Кава,Їжа
-644,Примітка 713,Хліб,Інше
355,Примітка 714,Папір,Інше
754,Примітка 715,Мило,Інше
-906,Примітка 716,Мило,Оренда
-273,Примітка 717,Кава,Інше
131,Примітка 718,Хліб,Канцелярія
-252,Примітка 719,Оренда офісу,Їжа
-988,Примітка 720,Кава,Оренда
-238,Примітка 721,Мило,Їжа
776,Примітка 722,Ручка,Інше
943,Примітка 723,Ручка,Їжа
677,Примітка 724,Кава,Інше
-17,Примітка 725,Кава,Їжа
-418,Примітка 726,Папір,Оренда
-687,Примітка 727,Папір,Оренда
958,Примітка 728,Кава,Їжа
-905,Примітка 729,Ручка,Канцелярія
905,Примітка 730,Папір,Оренда
65,Примітка 731,Оренда офісу,Оренда
77,Примітка 732,Хліб,Їжа
-498,Примітка 733,Ручка,Інше
140,Примітка 734,Шафа,Інше
673,Примітка 735,Мило,Оренда
475,Примітка 736,Кава,Їжа
-593,Примітка 737,Оренда офісу,Їжа
-2,Примітка 738,Мило,Оренда
-652,Примітка 739,Кава,Оренда
-298,Примітка 740,Ручка,Їжа
715,Примітка 741,Ручка,Інше
832,Примітка 742,Ручка,Оренда
826,Примітка 743,Кава,Оренда
-549,Примітка 744,Хліб,Інше
518,Примітка 745,Оренда офісу,Оренда
-671,Примітка 746,Мило,Оренда
678,Примітка 747,Шафа,Канцелярія
-629,Примітка 748,Мило,Канцелярія
-833,Примітка 749,Мило,Оренда
-679,Примітка 750,Папір,Інше
64,Примітка 751,Шафа,Канцелярія
642,Примітка 752,Хліб,Оренда
779,Примітка 753,Хліб,Інше
-599,Примітка 754,Оренда офісу,Канцелярія
-339,Примітка 755,Оренда офісу,Їжа
326,Примітка 756,Хліб,Канцелярія
39,Примітка 757,Хліб,Канцелярія
698,Примітка 758,Папір,Інше
861,Примітка 759,Папір,Їжа
968,Примітка 760,Мило,Інше
-128,Примітка 761,Оренда офісу,Їжа
204,Примітка 762,Ручка,Канцелярія
-391,Примітка 763,Оренда офісу,Оренда
628,Примітка 764,Мило,Оренда
-761,Примітка 765,Папір,Їжа
561,Примітка 766,Ручка,Оренда
436,Примітка 767,Кава,Оренда
894,Примітка 768,Шафа,Їжа
-694,Примітка 769,Хліб,Оренда
-794,Примітка 770,Хліб,Оренда
654,Примітка 771,Кава,Канцелярія
-221,Примітка 772,Ручка,Інше
-603,Примітка 773,Шафа,Інше
-388,Примітка 774,Ручка,Канцелярія
10,Примітка 775,Хліб,Канцелярія
-113,Примітка 776,Мило,Інше
961,Примітка 777,Папір,Інше
-500,Примітка 778,Хліб,Інше
207,Примітка 779,Шафа,Їжа
501,Примітка 780,Шафа,Їжа
-179,Примітка 781,Ручка,Їжа
543,Примітка 782,Оренда офісу,Їжа
400,Примітка 783,Шафа,Інше
-820,Примітка 784,Папір,Інше
-760,Примітка 785,Оренда офісу,Канцелярія
626,Примітка 786,Оренда офісу,Їжа
95,Примітка 787,Кава,Їжа
91,Примітка 788,Папір,Оренда
-515,Примітка 789,Кава,Їжа
855,Примітка 790,Шафа,Оренда
-731,Примітка 791,Хліб,Оренда
848,Примітка 792,Шафа,Канцелярія
-417,Примітка 793,Оренда офісу,Їжа
322,Примітка 794,Кава,Оренда
2,Примітка 795,Оренда офісу,Оренда
719,Примітка 796,Шафа,Канцелярія
-207,Примітка 797,Хліб,Їжа
15,Примітка 798,Шафа,Канцелярія
870,Примітка 799,Папір,Канцелярія
-728,Примітка 800,Ручка,Їжа
-226,Примітка 801,Оренда офісу,Канцелярія
445,Примітка 802,Кава,Інше
-36,Примітка 803,Ручка,Інше
-923,Примітка 804,Ручка,Їжа
-160,Примітка 805,Шафа,Інше
-240,Примітка 806,Хліб,Інше
-293,Примітка 807,Хліб,Їжа
194,Примітка 808,Оренда офісу,Інше
-626,Примітка 809,Шафа,Їжа
321,Примітка 810,Шафа,Інше
-551,Примітка 811,Хліб,Оренда
661,Примітка 812,Шафа,Оренда
572,Примітка 813,Ручка,Оренда
-187,Примітка 814,Кава,Інше
32,Примітка 815,Кава,Оренда
325,Примітка 816,Оренда офісу,Інше
-445,Примітка 817,Хліб,Інше
-345,Примітка 818,Оренда офісу,Оренда
-732,Примітка 819,Ручка,Інше
-432,Примітка 820,Ручка,Їжа
290,Примітка 821,Папір,Їжа
310,Примітка 822,Кава,Інше
-517,Примітка 823,Оренда офісу,Оренда
-969,Примітка 824,Шафа,Канцелярія
-147,Примітка 825,Оренда офісу,Канцелярія
-1,Примітка 826,Хліб,Оренда
89,Примітка 827,Кава,Канцелярія
77,Примітка 828,Кава,Інше
579,Примітка 829,Кава,Оренда
-575,Примітка 830,Оренда офісу,Їжа
-844,Примітка 831,Оренда офісу,Канцелярія
708,Примітка 832,Оренда офісу,Їжа
910,Примітка 833,Мило,Оренда
-659,Примітка 834,Шафа,Оренда
-971,Примітка 835,Оренда офісу,Оренда
-905,Примітка 836,Хліб,Їжа
-982,Примітка 837,Папір,Канцелярія
-518,Примітка 838,Шафа,Канцелярія
-284,Примітка 839,Папір,Оренда
-417,Примітка 840,Оренда офісу,Оренда
279,Примітка 841,Оренда офісу,Канцелярія
-84,Примітка 842,Оренда офісу,Канцелярія
84,Примітка 843,Шафа,Оренда
787,Примітка 844,Мило,Інше
569,Примітка 845,Шафа,Інше
23,Примітка 846,Кава,Інше
569,Примітка 847,Шафа,Канцелярія
375,Примітка 848,Оренда офісу,Інше
-451,Примітка 849,Папір,Інше
410,Примітка 850,Хліб,Оренда
-671,Примітка 851,Ручка,Їжа
-183,Примітка 852,Ручка,Їжа
456,Примітка 853,Папір,Оренда
-743,Примітка 854,Мило,Інше
591,Примітка 855,Кава,Їжа
-666,Примітка 856,Мило,Оренда
-576,Примітка 857,Папір,Оренда
134,Примітка 858,Мило,Інше
822,Примітка 859,Хліб,Канцелярія
417,Примітка 860,Оренда офісу,Канцелярія
918,Примітка 861,Хліб,Їжа
700,Примітка 862,Кава,Канцелярія
387,Примітка 863,Ручка,Їжа
898,Примітка 864,Кава,Їжа
798,Примітка 865,Кава,Інше
744,Примітка 866,Оренда офісу,Канцелярія
895,Примітка 867,Мило,Інше
-448,Примітка 868,Шафа,Канцелярія
923,Примітка 869,Шафа,Їжа
548,Примітка 870,Кава,Канцелярія
927,Примітка 871,Шафа,Оренда
776,Примітка 872,Оренда офісу,Їжа
-959,Примітка 873,Оренда офісу,Інше
571,Примітка 874,Папір,Інше
795,Примітка 875,Шафа,Інше
286,Примітка 876,Хліб,Інше
18,Примітка 877,Ручка,Інше
-818,Примітка 878,Кава,Їжа
-48,Примітка 879,Кава,Канцелярія
-55,Примітка 880,Кава,Інше
693,Примітка 881,Хліб,Оренда
-159,Примітка 882,Шафа,Канцелярія
820,Примітка 883,Ручка,Канцелярія
992,Примітка 884,Мило,Їжа
-253,Примітка 885,Папір,Інше
940,Примітка 886,Кава,Інше
427,Примітка 887,Папір,Їжа
-485,Примітка 888,Шафа,Канцелярія
-202,Примітка 889,Хліб,Оренда
-215,Примітка 890,Хліб,Оренда
935,Примітка 891,Мило,Інше
-531,Примітка 892,Хліб,Інше
-366,Примітка 893,Шафа,Оренда
-757,Примітка 894,Хліб,Канцелярія
682,Примітка 895,Кава,Їжа
-394,Примітка 896,Шафа,Інше
621,Примітка 897,Шафа,Інше
201,Примітка 898,Мило,Оренда
-315,Примітка 899,Хліб,Їжа
-543,Примітка 900,Шафа,Канцелярія
996,Примітка 901,Хліб,Канцелярія
-507,Примітка 902,Хліб,Оренда
236,Примітка 903,Мило,Оренда
-878,Примітка 904,Папір,Оренда
567,Примітка 905,Хліб,Канцелярія
-983,Примітка 906,Ручка,Оренда
-797,Примітка 907,Мило,Інше
-296,Примітка 908,Кава,Їжа
-722,Примітка 909,Ручка,Інше
257,Примітка 910,Ручка,Їжа
989,Примітка 911,Папір,Їжа
540,Примітка 912,Кава,Їжа
-236,Примітка 913,Ручка,Оренда
740,Примітка 914,Кава,Оренда
